time,tempm,hum,wspdm,wdird,wdire,pressurem,vism,windchillm,fog,rain,snow,hail,thunder
2015-01-31 22:00:00,-2.0,100,7.4,90,East,991,-9999.0,-4.9,0,0,0,0,0
2015-01-31 22:30:00,-3.0,100,7.4,90,East,991,-9999.0,-6.0,0,0,0,0,0
2015-01-31 23:00:00,-3.0,100,7.4,100,East,991,8.0,-6.0,0,0,0,0,0
2015-01-31 23:30:00,-3.0,100,9.3,90,East,992,8.0,-6.7,0,0,0,0,0
2015-02-01 00:00:00,-3.0,100,13.0,100,East,992,8.0,-7.6,0,0,0,0,0
2015-02-01 00:30:00,-2.0,100,13.0,90,East,991,8.0,-6.4,0,0,0,0,0
2015-02-01 01:00:00,-3.0,100,9.3,90,East,991,8.0,-6.7,0,0,0,0,0
2015-02-01 01:30:00,-1.0,100,9.3,70,ENE,991,8.0,-4.3,0,0,0,0,0
2015-02-01 02:00:00,-3.0,100,3.7,0,Variable,991,7.0,-999,0,0,0,0,0
2015-02-01 02:30:00,-4.0,100,5.6,0,Variable,991,7.0,-6.4,0,0,0,0,0
2015-02-01 03:00:00,-4.0,100,7.4,350,North,991,6.0,-7.2,0,0,0,0,0
2015-02-01 03:30:00,-5.0,100,7.4,350,North,991,6.0,-8.4,0,0,0,0,0
2015-02-01 04:00:00,-3.0,100,9.3,360,North,991,6.0,-6.7,0,0,0,0,0
2015-02-01 04:30:00,-3.0,100,7.4,10,North,991,5.0,-6.0,0,0,0,0,0
2015-02-01 05:00:00,-4.0,100,5.6,0,Variable,991,1.5,-6.4,1,0,0,0,0
2015-02-01 05:30:00,-3.0,100,3.7,0,Variable,991,0.6,-999,0,0,0,0,0
2015-02-01 06:00:00,-2.0,100,0.0,0,North,991,0.6,-999,0,0,0,0,0
2015-02-01 06:30:00,-2.0,100,0.0,0,North,991,0.8,-999,0,0,0,0,0
2015-02-01 07:00:00,-3.0,100,9.3,360,North,991,1.6,-6.7,0,0,0,0,0
2015-02-01 07:30:00,-2.0,100,13.0,340,NNW,991,1.6,-6.4,0,0,0,0,0
2015-02-01 08:00:00,-2.0,100,7.4,350,North,991,0.8,-4.9,1,0,0,0,0
2015-02-01 08:30:00,-2.0,100,3.7,0,Variable,992,0.6,-999,1,0,0,0,0
2015-02-01 09:00:00,-1.0,100,9.3,30,NNE,992,1.0,-4.3,0,0,0,0,0
2015-02-01 09:30:00,0.0,100,9.3,10,North,992,2.0,-3.1,0,0,0,0,0
2015-02-01 10:00:00,1.0,100,7.4,40,NE,992,3.5,-1.4,0,0,0,0,0
2015-02-01 10:30:00,2.0,87,11.1,40,NE,992,6.0,-1.2,0,0,0,0,0
2015-02-01 11:00:00,2.0,87,11.1,70,ENE,992,8.0,-1.2,0,0,0,0,0
2015-02-01 11:30:00,2.0,87,7.4,60,ENE,992,-9999.0,-0.2,0,0,0,0,0
2015-02-01 12:00:00,2.0,87,9.3,60,ENE,992,-9999.0,-0.7,0,0,0,0,0
2015-02-01 12:30:00,2.0,87,14.8,60,ENE,992,-9999.0,-1.9,0,0,0,0,0
2015-02-01 13:00:00,2.0,87,13.0,20,NNE,992,-9999.0,-1.5,0,0,0,0,0
2015-02-01 13:30:00,3.0,75,11.1,30,NNE,991,-9999.0,0.0,0,0,0,0,0
2015-02-01 14:00:00,3.0,75,11.1,10,North,991,-9999.0,0.0,0,0,0,0,0
2015-02-01 14:30:00,4.0,70,13.0,350,North,992,-9999.0,0.9,0,0,0,0,0
2015-02-01 15:00:00,3.0,75,16.7,340,NNW,991,-9999.0,-1.0,0,0,0,0,0
2015-02-01 15:30:00,3.0,81,16.7,350,North,991,-9999.0,-1.0,0,0,0,0,0
2015-02-01 16:00:00,2.0,87,13.0,330,NNW,992,-9999.0,-1.5,0,0,0,0,0
2015-02-01 16:30:00,2.0,87,13.0,330,NNW,992,-9999.0,-1.5,0,0,0,0,0
2015-02-01 17:00:00,1.0,87,11.1,310,NW,992,-9999.0,-2.4,0,0,0,0,0
2015-02-01 17:30:00,1.0,87,1.9,0,Variable,992,-9999.0,-999,0,0,0,0,0
2015-02-01 18:00:00,0.0,87,5.6,0,Variable,993,-9999.0,-1.8,0,0,0,0,0
2015-02-01 18:30:00,-1.0,86,5.6,0,Variable,993,-9999.0,-3.0,0,0,0,0,0
2015-02-01 19:00:00,0.0,93,7.4,180,South,993,-9999.0,-2.5,0,0,0,0,0
2015-02-01 19:30:00,0.0,87,5.6,0,Variable,994,-9999.0,-1.8,0,0,0,0,0
2015-02-01 20:00:00,-2.0,93,5.6,0,Variable,994,-9999.0,-4.1,0,0,0,0,0
2015-02-01 20:30:00,-1.0,93,7.4,350,North,994,-9999.0,-3.7,0,0,0,0,0
2015-02-01 21:00:00,-2.0,100,7.4,350,North,994,-9999.0,-4.9,0,0,0,0,0
2015-02-01 21:30:00,0.0,93,5.6,0,Variable,994,-9999.0,-1.8,0,0,0,0,0
2015-02-01 22:00:00,-1.0,93,9.3,320,NW,994,-9999.0,-4.3,0,0,0,0,0
2015-02-01 22:30:00,0.0,93,5.6,0,Variable,994,-9999.0,-1.8,0,0,0,0,0
2015-02-01 23:00:00,-1.0,93,1.9,0,Variable,994,-9999.0,-999,0,0,0,0,0
2015-02-01 23:30:00,0.0,93,7.4,240,WSW,994,-9999.0,-2.5,0,0,0,0,0
2015-02-02 00:00:00,-1.0,93,5.6,0,Variable,994,-9999.0,-3.0,0,0,0,0,0
2015-02-02 00:30:00,-1.0,93,7.4,350,North,994,-9999.0,-3.7,0,0,0,0,0
2015-02-02 01:00:00,-1.0,100,7.4,350,North,994,-9999.0,-3.7,0,0,0,0,0
2015-02-02 01:30:00,0.0,93,9.3,320,NW,994,-9999.0,-3.1,0,0,0,0,0
2015-02-02 02:00:00,0.0,87,11.1,330,NNW,994,-9999.0,-3.6,0,0,0,0,0
2015-02-02 02:30:00,0.0,93,13.0,340,NNW,994,-9999.0,-4.0,0,0,0,0,0
2015-02-02 03:00:00,0.0,93,11.1,320,NW,994,-9999.0,-3.6,0,0,0,0,0
2015-02-02 03:30:00,0.0,93,7.4,310,NW,994,-9999.0,-2.5,0,0,0,0,0
2015-02-02 04:00:00,0.0,93,9.3,320,NW,994,10.0,-3.1,0,0,0,0,0
2015-02-02 04:30:00,0.0,93,9.3,330,NNW,995,10.0,-3.1,0,0,0,0,0
2015-02-02 05:00:00,0.0,93,7.4,300,WNW,995,10.0,-2.5,0,0,0,0,0
2015-02-02 05:30:00,0.0,93,7.4,300,WNW,995,10.0,-2.5,0,0,0,0,0
2015-02-02 06:00:00,0.0,93,7.4,330,NNW,995,-9999.0,-2.5,0,0,0,0,0
2015-02-02 06:30:00,0.0,93,3.7,0,Variable,995,10.0,-999,0,0,0,0,0
2015-02-02 07:00:00,0.0,93,5.6,0,Variable,996,10.0,-1.8,0,0,0,0,0
2015-02-02 07:30:00,0.0,93,7.4,310,NW,996,8.0,-2.5,0,0,1,0,0
2015-02-02 08:00:00,1.0,93,7.4,300,WNW,996,6.0,-1.4,0,0,1,0,0
2015-02-02 08:30:00,1.0,93,9.3,290,WNW,996,4.0,-1.9,0,0,1,0,0
2015-02-02 09:00:00,1.0,100,9.3,300,WNW,997,3.0,-1.9,0,1,0,0,0
2015-02-02 09:30:00,1.0,100,9.3,290,WNW,997,2.5,-1.9,0,1,0,0,0
2015-02-02 10:00:00,1.0,100,11.1,290,WNW,997,3.5,-2.4,0,1,0,0,0
2015-02-02 10:30:00,2.0,100,11.1,290,WNW,997,6.0,-1.2,0,1,0,0,0
2015-02-02 11:00:00,2.0,93,16.7,290,WNW,997,7.0,-2.2,0,0,0,0,0
2015-02-02 11:30:00,3.0,81,13.0,280,West,997,8.0,-0.3,0,0,0,0,0
2015-02-02 12:00:00,3.0,81,13.0,240,WSW,997,10.0,-0.3,0,0,0,0,0
2015-02-02 12:30:00,4.0,75,13.0,280,West,997,10.0,0.9,0,0,0,0,0
2015-02-02 13:00:00,4.0,70,13.0,300,WNW,997,10.0,0.9,0,0,0,0,0
2015-02-02 13:30:00,4.0,70,13.0,320,NW,997,10.0,0.9,0,0,0,0,0
2015-02-02 14:00:00,4.0,70,14.8,290,WNW,997,10.0,0.6,0,0,0,0,0
2015-02-02 14:30:00,4.0,61,20.4,290,WNW,997,10.0,-0.2,0,0,0,0,0
2015-02-02 15:00:00,4.0,61,24.1,310,NW,998,10.0,-0.6,0,0,0,0,0
2015-02-02 15:30:00,4.0,61,18.5,290,WNW,998,10.0,0.0,0,0,0,0,0
2015-02-02 16:00:00,3.0,70,20.4,260,West,998,10.0,-1.5,0,0,0,0,0
2015-02-02 16:30:00,2.0,70,13.0,260,West,998,10.0,-1.5,0,0,0,0,0
2015-02-02 17:00:00,1.0,75,14.8,260,West,999,-9999.0,-3.1,0,0,0,0,0
2015-02-02 17:30:00,1.0,75,11.1,250,WSW,999,-9999.0,-2.4,0,0,0,0,0
2015-02-02 18:00:00,1.0,75,9.3,240,WSW,1000,-9999.0,-1.9,0,0,0,0,0
2015-02-02 18:30:00,0.0,80,9.3,240,WSW,1000,-9999.0,-3.1,0,0,0,0,0
2015-02-02 19:00:00,0.0,80,9.3,230,SW,1000,-9999.0,-3.1,0,0,0,0,0
2015-02-02 19:30:00,0.0,80,9.3,220,SW,1000,10.0,-3.1,0,0,0,0,0
2015-02-02 20:00:00,0.0,80,13.0,230,SW,1000,10.0,-4.0,0,0,0,0,0
2015-02-02 20:30:00,-2.0,80,7.4,290,WNW,1001,10.0,-4.9,0,0,0,0,0
2015-02-02 21:00:00,-2.0,86,3.7,0,Variable,1001,-9999.0,-999,0,0,0,0,0
2015-02-02 21:30:00,-2.0,86,3.7,0,Variable,1001,10.0,-999,0,0,0,0,0
2015-02-02 22:00:00,-1.0,86,13.0,220,SW,1001,-9999.0,-5.2,0,0,0,0,0
2015-02-02 22:30:00,-2.0,86,7.4,250,WSW,1001,-9999.0,-4.9,0,0,0,0,0
2015-02-02 23:00:00,-2.0,86,3.7,0,Variable,1001,-9999.0,-999,0,0,0,0,0
2015-02-02 23:30:00,-2.0,93,9.3,240,WSW,1001,-9999.0,-5.5,0,0,0,0,0
2015-02-03 00:00:00,-3.0,93,3.7,0,Variable,1001,-9999.0,-999,0,0,0,0,0
2015-02-03 00:30:00,-5.0,93,3.7,0,Variable,1002,8.0,-999,0,0,0,0,0
2015-02-03 01:00:00,-4.0,100,3.7,0,Variable,1002,6.0,-999,0,0,0,0,0
2015-02-03 01:30:00,-5.0,93,1.9,0,Variable,1002,6.0,-999,0,0,0,0,0
2015-02-03 02:00:00,-3.0,100,3.7,0,Variable,1002,8.0,-999,0,0,0,0,0
2015-02-03 02:30:00,-1.0,93,7.4,220,SW,1002,8.0,-3.7,0,0,0,0,0
2015-02-03 03:00:00,-1.0,93,5.6,0,Variable,1003,8.0,-3.0,0,0,0,0,0
2015-02-03 03:30:00,-2.0,93,5.6,0,Variable,1003,8.0,-4.1,0,0,0,0,0
2015-02-03 04:00:00,-2.0,93,11.1,230,SW,1003,8.0,-6.0,0,0,0,0,0
2015-02-03 04:30:00,-3.0,93,9.3,250,WSW,1003,8.0,-6.7,0,0,0,0,0
2015-02-03 05:00:00,-3.0,93,3.7,0,Variable,1004,8.0,-999,0,0,0,0,0
2015-02-03 05:30:00,-5.0,93,0.0,0,North,1004,8.0,-999,0,0,0,0,0
2015-02-03 06:00:00,-6.0,100,3.7,0,Variable,1004,8.0,-999,0,0,0,0,0
2015-02-03 06:30:00,-6.0,100,0.0,0,North,1004,8.0,-999,0,0,0,0,0
2015-02-03 07:00:00,-6.0,100,3.7,0,Variable,1004,7.0,-999,0,0,0,0,0
2015-02-03 07:30:00,-6.0,100,7.4,50,NE,1005,7.0,-9.5,0,0,0,0,0
2015-02-03 08:00:00,-4.0,100,5.6,0,Variable,1005,7.0,-6.4,0,0,0,0,0
2015-02-03 08:30:00,-2.0,100,1.9,0,Variable,1005,-9999.0,-999,0,0,0,0,0
2015-02-03 09:00:00,-1.0,93,9.3,240,WSW,1006,-9999.0,-4.3,0,0,0,0,0
2015-02-03 09:30:00,0.0,87,5.6,0,Variable,1006,-9999.0,-1.8,0,0,0,0,0
2015-02-03 10:00:00,1.0,81,7.4,230,SW,1006,-9999.0,-1.4,0,0,0,0,0
2015-02-03 10:30:00,1.0,81,13.0,240,WSW,1006,-9999.0,-2.8,0,0,0,0,0
2015-02-03 11:00:00,1.0,81,13.0,240,WSW,1007,-9999.0,-2.8,0,0,0,0,0
2015-02-03 11:30:00,1.0,81,14.8,230,SW,1007,10.0,-3.1,0,0,0,0,0
2015-02-03 12:00:00,3.0,75,16.7,240,WSW,1006,10.0,-1.0,0,0,0,0,0
2015-02-03 12:30:00,3.0,75,13.0,230,SW,1006,10.0,-0.3,0,0,0,0,0
2015-02-03 13:00:00,3.0,70,9.3,230,SW,1006,10.0,0.5,0,0,0,0,0
2015-02-03 13:30:00,3.0,65,7.4,220,SW,1006,10.0,1.0,0,0,0,0,0
2015-02-03 14:00:00,4.0,61,5.6,0,Variable,1006,10.0,2.8,0,0,0,0,0
2015-02-03 14:30:00,4.0,56,7.4,190,South,1006,10.0,2.1,0,0,0,0,0
2015-02-03 15:00:00,4.0,56,5.6,0,Variable,1006,10.0,2.8,0,0,0,0,0
2015-02-03 15:30:00,5.0,57,3.7,0,Variable,1006,10.0,-999,0,0,0,0,0
2015-02-03 16:00:00,4.0,56,3.7,0,Variable,1006,10.0,-999,0,0,0,0,0
2015-02-03 16:30:00,3.0,60,7.4,100,East,1006,10.0,1.0,0,0,0,0,0
2015-02-03 17:00:00,1.0,70,11.1,80,East,1007,10.0,-2.4,0,0,0,0,0
2015-02-03 17:30:00,2.0,70,11.1,90,East,1007,-9999.0,-1.2,0,0,0,0,0
2015-02-03 18:00:00,0.0,87,13.0,100,East,1007,-9999.0,-4.0,0,0,0,0,0
2015-02-03 18:30:00,1.0,87,14.8,100,East,1007,-9999.0,-3.1,0,0,0,0,0
2015-02-03 19:00:00,0.0,93,13.0,100,East,1007,-9999.0,-4.0,0,0,0,0,0
2015-02-03 19:30:00,0.0,93,13.0,100,East,1007,-9999.0,-4.0,0,0,0,0,0
2015-02-03 20:00:00,1.0,87,16.7,90,East,1007,-9999.0,-3.4,0,0,0,0,0
2015-02-03 20:30:00,1.0,87,16.7,100,East,1007,-9999.0,-3.4,0,0,0,0,0
2015-02-03 21:00:00,1.0,87,14.8,100,East,1007,10.0,-3.1,0,0,0,0,0
2015-02-03 21:30:00,1.0,87,13.0,100,East,1007,10.0,-2.8,0,0,0,0,0
2015-02-03 22:00:00,0.0,93,13.0,100,East,1007,10.0,-4.0,0,0,0,0,0
2015-02-03 22:30:00,1.0,93,11.1,100,East,1007,10.0,-2.4,0,0,0,0,0
2015-02-03 23:00:00,1.0,93,11.1,120,ESE,1008,10.0,-2.4,0,1,1,0,0
2015-02-03 23:30:00,0.0,100,11.1,120,ESE,1008,4.0,-3.6,0,0,1,0,0
2015-02-04 00:00:00,0.0,100,9.3,110,ESE,1008,3.5,-3.1,0,0,1,0,0
2015-02-04 00:30:00,0.0,100,11.1,100,East,1008,2.5,-3.6,0,0,1,0,0
2015-02-04 01:00:00,0.0,100,11.1,80,East,1007,3.0,-3.6,0,0,1,0,0
2015-02-04 01:30:00,0.0,100,11.1,80,East,1007,6.0,-3.6,0,0,0,0,0
2015-02-04 02:00:00,0.0,100,13.0,80,East,1007,6.0,-4.0,0,0,0,0,0
2015-02-04 02:30:00,0.0,100,13.0,90,East,1007,7.0,-4.0,0,0,0,0,0
2015-02-04 03:00:00,0.0,100,16.7,80,East,1007,7.0,-4.7,0,0,0,0,0
2015-02-04 03:30:00,0.0,100,18.5,80,East,1006,7.0,-5.0,0,0,1,0,0
2015-02-04 04:00:00,0.0,100,16.7,70,ENE,1006,7.0,-4.7,0,0,1,0,0
2015-02-04 04:30:00,0.0,100,18.5,80,East,1006,7.0,-5.0,0,0,0,0,0
2015-02-04 05:00:00,0.0,100,18.5,80,East,1006,8.0,-5.0,0,0,0,0,0
2015-02-04 05:30:00,0.0,93,16.7,70,ENE,1006,8.0,-4.7,0,0,0,0,0
2015-02-04 06:00:00,0.0,93,16.7,60,ENE,1006,-9999.0,-4.7,0,0,0,0,0
2015-02-04 06:30:00,0.0,93,7.4,40,NE,1007,-9999.0,-2.5,0,0,0,0,0
2015-02-04 07:00:00,0.0,93,9.3,40,NE,1007,-9999.0,-3.1,0,0,0,0,0
2015-02-04 07:30:00,0.0,93,7.4,20,NNE,1007,8.0,-2.5,0,0,0,0,0
2015-02-04 08:00:00,0.0,93,9.3,50,NE,1007,8.0,-3.1,0,0,0,0,0
2015-02-04 08:30:00,0.0,100,11.1,70,ENE,1007,8.0,-3.6,0,0,0,0,0
2015-02-04 09:00:00,0.0,100,13.0,40,NE,1007,8.0,-4.0,0,0,0,0,0
2015-02-04 09:30:00,0.0,100,11.1,40,NE,1007,8.0,-3.6,0,0,0,0,0
2015-02-04 10:00:00,0.0,100,13.0,40,NE,1007,8.0,-4.0,0,0,0,0,0
2015-02-04 10:30:00,0.0,100,13.0,30,NNE,1007,8.0,-4.0,0,0,0,0,0
2015-02-04 11:00:00,0.0,100,11.1,60,ENE,1007,8.0,-3.6,0,0,0,0,0
2015-02-04 11:30:00,1.0,93,13.0,40,NE,1007,8.0,-2.8,0,0,0,0,0
2015-02-04 12:00:00,1.0,93,11.1,50,NE,1007,8.0,-2.4,0,0,0,0,0
2015-02-04 12:30:00,1.0,93,13.0,30,NNE,1007,7.0,-2.8,0,0,1,0,0
2015-02-04 13:00:00,1.0,93,16.7,20,NNE,1007,8.0,-3.4,0,0,0,0,0
2015-02-04 13:30:00,1.0,93,13.0,10,North,1007,8.0,-2.8,0,0,0,0,0
2015-02-04 14:00:00,1.0,87,14.8,50,NE,1008,8.0,-3.1,0,0,0,0,0
2015-02-04 14:30:00,1.0,87,13.0,30,NNE,1008,8.0,-2.8,0,0,1,0,0
2015-02-04 15:00:00,1.0,93,11.1,10,North,1008,8.0,-2.4,0,0,1,0,0
2015-02-04 15:30:00,1.0,93,14.8,350,North,1008,8.0,-3.1,0,0,0,0,0
2015-02-04 16:00:00,1.0,93,14.8,10,North,1008,8.0,-3.1,0,0,0,0,0
2015-02-04 16:30:00,1.0,93,7.4,50,NE,1009,8.0,-1.4,0,0,0,0,0
2015-02-04 17:00:00,1.0,93,9.3,30,NNE,1009,8.0,-1.9,0,0,0,0,0
2015-02-04 17:30:00,1.0,93,7.4,10,North,1009,8.0,-1.4,0,0,0,0,0
2015-02-04 18:00:00,1.0,93,9.3,30,NNE,1010,8.0,-1.9,0,0,0,0,0
2015-02-04 18:30:00,1.0,93,7.4,360,North,1010,8.0,-1.4,0,0,0,0,0
2015-02-04 19:00:00,1.0,93,3.7,0,Variable,1011,8.0,-999,0,0,0,0,0
2015-02-04 19:30:00,1.0,93,3.7,0,Variable,1011,8.0,-999,0,0,0,0,0
2015-02-04 20:00:00,1.0,93,3.7,0,Variable,1012,8.0,-999,0,0,0,0,0
2015-02-04 20:30:00,1.0,93,1.9,0,Variable,1012,7.0,-999,0,0,0,0,0
2015-02-04 21:00:00,1.0,93,7.4,300,WNW,1013,7.0,-1.4,0,0,0,0,0
2015-02-04 21:30:00,1.0,93,5.6,0,Variable,1013,7.0,-0.7,0,0,0,0,0
2015-02-04 22:00:00,0.0,100,7.4,290,WNW,1013,6.0,-2.5,0,0,0,0,0
2015-02-04 22:30:00,0.0,100,5.6,0,Variable,1013,5.0,-1.8,0,0,0,0,0
2015-02-04 23:00:00,0.0,100,7.4,340,NNW,1013,5.0,-2.5,0,0,0,0,0
2015-02-04 23:30:00,0.0,100,11.1,340,NNW,1014,5.0,-3.6,0,0,0,0,0
2015-02-05 00:00:00,0.0,93,9.3,350,North,1014,5.0,-3.1,0,0,0,0,0
2015-02-05 00:30:00,0.0,93,5.6,0,Variable,1014,5.0,-1.8,0,0,0,0,0
2015-02-05 01:00:00,0.0,93,5.6,0,Variable,1014,5.0,-1.8,0,0,0,0,0
2015-02-05 01:30:00,0.0,93,5.6,0,Variable,1014,5.0,-1.8,0,0,0,0,0
2015-02-05 02:00:00,0.0,93,5.6,0,Variable,1015,5.0,-1.8,0,0,0,0,0
2015-02-05 02:30:00,0.0,93,9.3,330,NNW,1015,5.0,-3.1,0,0,0,0,0
2015-02-05 03:00:00,0.0,93,7.4,340,NNW,1015,5.0,-2.5,0,0,0,0,0
2015-02-05 03:30:00,-1.0,100,9.3,340,NNW,1015,5.0,-4.3,0,0,0,0,0
2015-02-05 04:00:00,-1.0,100,7.4,340,NNW,1015,5.0,-3.7,0,0,0,0,0
2015-02-05 04:30:00,-1.0,100,5.6,0,Variable,1015,5.0,-3.0,0,0,0,0,0
2015-02-05 05:00:00,-1.0,100,7.4,330,NNW,1015,5.0,-3.7,0,0,0,0,0
2015-02-05 05:30:00,-1.0,100,3.7,0,Variable,1015,5.0,-999,0,0,0,0,0
2015-02-05 06:00:00,-1.0,100,11.1,340,NNW,1015,5.0,-4.8,0,0,0,0,0
2015-02-05 06:30:00,-2.0,100,11.1,340,NNW,1015,5.0,-6.0,0,0,0,0,0
2015-02-05 07:00:00,-2.0,93,7.4,330,NNW,1016,5.0,-4.9,0,0,0,0,0
2015-02-05 07:30:00,-3.0,93,5.6,0,Variable,1016,6.0,-5.2,0,0,0,0,0
2015-02-05 08:00:00,-1.0,93,1.9,0,Variable,1016,8.0,-999,0,0,0,0,0
2015-02-05 08:30:00,0.0,80,9.3,30,NNE,1017,8.0,-3.1,0,0,0,0,0
2015-02-05 09:00:00,0.0,80,11.1,20,NNE,1017,-9999.0,-3.6,0,0,0,0,0
2015-02-05 09:30:00,1.0,75,11.1,50,NE,1017,-9999.0,-2.4,0,0,0,0,0
2015-02-05 10:00:00,2.0,70,18.5,60,ENE,1017,-9999.0,-2.5,0,0,0,0,0
2015-02-05 10:30:00,2.0,70,16.7,50,NE,1017,-9999.0,-2.2,0,0,0,0,0
2015-02-05 11:00:00,2.0,70,18.5,60,ENE,1017,-9999.0,-2.5,0,0,0,0,0
2015-02-05 11:30:00,3.0,65,18.5,50,NE,1017,-9999.0,-1.2,0,0,0,0,0
2015-02-05 12:00:00,3.0,65,18.5,40,NE,1017,-9999.0,-1.2,0,0,0,0,0
2015-02-05 12:30:00,4.0,65,14.8,60,ENE,1017,-9999.0,0.6,0,0,0,0,0
2015-02-05 13:00:00,4.0,61,20.4,70,ENE,1017,-9999.0,-0.2,0,0,0,0,0
2015-02-05 13:30:00,4.0,61,18.5,50,NE,1017,-9999.0,0.0,0,0,0,0,0
2015-02-05 14:00:00,4.0,65,18.5,50,NE,1017,10.0,0.0,0,0,0,0,0
2015-02-05 14:30:00,4.0,65,18.5,40,NE,1017,10.0,0.0,0,0,0,0,0
2015-02-05 15:00:00,4.0,65,20.4,40,NE,1017,10.0,-0.2,0,0,0,0,0
2015-02-05 15:30:00,4.0,70,18.5,40,NE,1017,10.0,0.0,0,0,0,0,0
2015-02-05 16:00:00,4.0,70,14.8,60,ENE,1017,-9999.0,0.6,0,0,0,0,0
2015-02-05 16:30:00,4.0,65,11.1,30,NNE,1017,-9999.0,1.2,0,0,0,0,0
2015-02-05 17:00:00,3.0,70,11.1,20,NNE,1017,-9999.0,0.0,0,0,0,0,0
2015-02-05 17:30:00,1.0,81,7.4,40,NE,1017,-9999.0,-1.4,0,0,0,0,0
2015-02-05 18:00:00,0.0,80,9.3,30,NNE,1017,-9999.0,-3.1,0,0,0,0,0
2015-02-05 18:30:00,1.0,75,11.1,20,NNE,1017,-9999.0,-2.4,0,0,0,0,0
2015-02-05 19:00:00,0.0,80,11.1,10,North,1018,-9999.0,-3.6,0,0,0,0,0
2015-02-05 19:30:00,0.0,75,11.1,360,North,1018,-9999.0,-3.6,0,0,0,0,0
2015-02-05 20:00:00,0.0,75,14.8,20,NNE,1018,-9999.0,-4.4,0,0,0,0,0
2015-02-05 20:30:00,0.0,75,16.7,10,North,1017,-9999.0,-4.7,0,0,0,0,0
2015-02-05 21:00:00,0.0,75,14.8,10,North,1017,-9999.0,-4.4,0,0,0,0,0
2015-02-05 21:30:00,0.0,75,13.0,10,North,1017,-9999.0,-4.0,0,0,0,0,0
2015-02-05 22:00:00,0.0,69,11.1,360,North,1018,-9999.0,-3.6,0,0,0,0,0
2015-02-05 22:30:00,-1.0,80,16.7,350,North,1018,-9999.0,-5.9,0,0,0,0,0
2015-02-05 23:00:00,-1.0,80,14.8,360,North,1018,-9999.0,-5.6,0,0,0,0,0
2015-02-05 23:30:00,-1.0,80,13.0,360,North,1018,-9999.0,-5.2,0,0,0,0,0
2015-02-06 00:00:00,-1.0,75,16.7,360,North,1018,-9999.0,-5.9,0,0,0,0,0
2015-02-06 00:30:00,-1.0,80,22.2,10,North,1017,-9999.0,-6.8,0,0,0,0,0
2015-02-06 01:00:00,-1.0,75,14.8,360,North,1017,-9999.0,-5.6,0,0,0,0,0
2015-02-06 01:30:00,-1.0,75,13.0,20,NNE,1017,-9999.0,-5.2,0,0,0,0,0
2015-02-06 02:00:00,-1.0,75,16.7,10,North,1017,-9999.0,-5.9,0,0,0,0,0
2015-02-06 02:30:00,-1.0,75,18.5,10,North,1016,-9999.0,-6.2,0,0,0,0,0
2015-02-06 03:00:00,0.0,69,20.4,20,NNE,1016,-9999.0,-5.3,0,0,0,0,0
2015-02-06 03:30:00,0.0,69,16.7,20,NNE,1016,-9999.0,-4.7,0,0,0,0,0
2015-02-06 04:00:00,0.0,69,20.4,20,NNE,1016,-9999.0,-5.3,0,0,0,0,0
2015-02-06 04:30:00,0.0,69,16.7,20,NNE,1016,-9999.0,-4.7,0,0,0,0,0
2015-02-06 05:00:00,-1.0,69,20.4,10,North,1015,-9999.0,-6.5,0,0,0,0,0
2015-02-06 05:30:00,0.0,60,14.8,30,NNE,1016,-9999.0,-4.4,0,0,0,0,0
2015-02-06 06:00:00,0.0,60,20.4,10,North,1015,-9999.0,-5.3,0,0,0,0,0
2015-02-06 06:30:00,-1.0,64,18.5,360,North,1015,-9999.0,-6.2,0,0,0,0,0
2015-02-06 07:00:00,-1.0,69,13.0,10,North,1015,-9999.0,-5.2,0,0,0,0,0
2015-02-06 07:30:00,0.0,60,18.5,20,NNE,1015,-9999.0,-5.0,0,0,0,0,0
2015-02-06 08:00:00,0.0,60,24.1,20,NNE,1015,-9999.0,-5.8,0,0,0,0,0
2015-02-06 08:30:00,1.0,60,25.9,20,NNE,1015,10.0,-4.7,0,0,0,0,0
2015-02-06 09:00:00,1.0,60,24.1,20,NNE,1015,10.0,-4.5,0,0,0,0,0
2015-02-06 09:30:00,1.0,60,29.6,30,NNE,1015,10.0,-5.1,0,0,0,0,0
2015-02-06 10:00:00,2.0,56,27.8,30,NNE,1015,10.0,-3.6,0,0,0,0,0
2015-02-06 10:30:00,2.0,56,25.9,40,NE,1015,10.0,-3.4,0,0,0,0,0
2015-02-06 11:00:00,3.0,52,27.8,40,NE,1015,10.0,-2.3,0,0,0,0,0
2015-02-06 11:30:00,3.0,56,25.9,30,NNE,1015,10.0,-2.1,0,0,0,0,0
2015-02-06 12:00:00,4.0,52,27.8,20,NNE,1015,10.0,-1.0,0,0,0,0,0
2015-02-06 12:30:00,4.0,52,25.9,30,NNE,1014,10.0,-0.8,0,0,0,0,0
2015-02-06 13:00:00,4.0,52,25.9,30,NNE,1014,10.0,-0.8,0,0,0,0,0
2015-02-06 13:30:00,4.0,52,22.2,20,NNE,1014,10.0,-0.4,0,0,0,0,0
2015-02-06 14:00:00,4.0,56,22.2,10,North,1014,10.0,-0.4,0,0,0,0,0
2015-02-06 14:30:00,4.0,52,24.1,10,North,1014,10.0,-0.6,0,0,0,0,0
2015-02-06 15:00:00,4.0,52,20.4,20,NNE,1014,10.0,-0.2,0,0,0,0,0
